Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
32;33;Del Giro;76254345-1;SOCIEDAD COMERCIAL EKMA OIL Y  CIA. LTDA.;248138;05/09/2025;05/09/2025 15:14:59;;0;34853;6622;;;46419;;;;;0;;;;0;28;4944;0;
33;33;Del Giro;76952168-2;HIDROJARP SPA;2436;05/09/2025;05/09/2025 15:30:40;;0;190000;36100;;;226100;;;;;0;;;;0;;;;
34;33;Del Giro;81402500-4;PEDEMONTE Y COMPANIA LIMITADA;37419;05/09/2025;05/09/2025 15:57:39;;0;100840;19160;;;120000;;;;;0;;;;0;;;;
35;33;Del Giro;96792430-K;SODIMAC S.A.;142205157;05/09/2025;05/09/2025 18:21:44;;0;25246;4797;;;30043;;;;;0;;;;0;;;;
36;33;Del Giro;76567598-7;COMERCIAL Y SERVICIOS A Y D LIMITADA;286878;06/09/2025;06/09/2025 10:08:16;;0;30200;5738;;;40000;;;;;0;;;;0;28;4062;0;
37;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;18056;06/09/2025;06/09/2025 10:34:07;;0;2436;463;;;2899;;;;;0;;;;0;;;;
38;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48290890;06/09/2025;06/09/2025 12:16:20;;0;14562;2767;;;17938;;;;;0;;;;0;271;493;18;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48290890;06/09/2025;;;;;;;;;;;;;;;;;;27;116;10;
39;33;Del Giro;78213331-4;NYM SPA;2;06/09/2025;06/09/2025 15:03:29;;0;222776;42327;;;265103;;;;;0;;;;0;;;;
40;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48290946;07/09/2025;07/09/2025 14:34:31;;0;134139;25486;;;162269;;;;;0;;;;0;18;2644;5;
41;33;Del Giro;53324749-0;SUCESION DARIO SEGUNDO VIDAL ROJO;2079;08/09/2025;08/09/2025 07:50:25;;0;80000;15200;;;95200;;;;;0;;;;0;;;;
42;33;Del Giro;78810170-8;ARRIAGADA Y MORA LIMITADA;644660;08/09/2025;08/09/2025 12:31:47;;0;14286;2714;;;17000;;;;;0;;;;0;;;;
43;33;Del Giro;99581430-7;ADRIAZOLA REPUESTOS SPA;1043198;08/09/2025;08/09/2025 14:12:45;;0;41597;7903;;;49500;;;;;0;;;;0;;;;
44;33;Del Giro;76453390-9;SOCIEDAD HOTEL ASTORE LIMITADA;21248;09/09/2025;09/09/2025 09:49:58;;0;39412;7488;;;46900;;;;;0;;;;0;;;;
45;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48291063;09/09/2025;09/09/2025 13:44:57;;0;11983;2277;;;14720;;;;;0;;;;0;271;460;18;
46;33;Del Giro;96792430-K;SODIMAC S.A.;142328274;09/09/2025;09/09/2025 16:51:45;;0;133094;25288;;;158382;;;;;0;;;;0;;;;
47;33;Del Giro;76453390-9;SOCIEDAD HOTEL ASTORE LIMITADA;21264;09/09/2025;09/09/2025 22:36:39;;0;157648;29953;;;187601;;;;;0;;;;0;;;;
48;33;Del Giro;97006000-6;BANCO DE CREDITO E INVERSIONES;28600638;09/09/2025;10/09/2025 08:50:16;;0;3290;625;;;3915;;;;;0;;;;0;;;;
49;33;Del Giro;96792430-K;SODIMAC S.A.;142255266;09/09/2025;10/09/2025 17:21:19;;0;80102;15219;;;95321;;;;;0;;;;0;;;;
50;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48291262;12/09/2025;12/09/2025 09:04:55;;0;21529;4091;;;26086;;;;;0;;;;0;18;466;5;
51;33;Del Giro;16908437-8;FERNANDA GARRIDO GALVEZ;1132;12/09/2025;12/09/2025 11:45:50;;0;6966;1324;;;8290;;;;;0;;;;0;;;;
52;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48291300;12/09/2025;12/09/2025 13:16:00;;0;24842;4720;;;30488;;;;;0;;;;0;271;642;18;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48291300;12/09/2025;;;;;;;;;;;;;;;;;;18;283;5;
53;33;Del Giro;85651300-9;KOEHN Y YAVAR LTDA.;339688;12/09/2025;12/09/2025 15:35:45;;0;7172;1363;;;8535;;;;;0;;;;0;;;;
54;33;Del Giro;76414462-7;IMPORTADORA REDBIKER S LIMITADA;3084;12/09/2025;12/09/2025 15:57:26;;0;13277;2523;;;15800;;;;;0;;;;0;;;;
55;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;14418;12/09/2025;12/09/2025 15:58:23;;0;4900;931;;;5831;;;;;0;;;;0;;;;
56;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;14419;12/09/2025;12/09/2025 16:00:25;;0;4200;798;;;4998;;;;;0;;;;0;;;;
57;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;18253;12/09/2025;12/09/2025 19:29:40;;0;3848;731;;;4579;;;;;0;;;;0;;;;
58;33;Del Giro;76453390-9;SOCIEDAD HOTEL ASTORE LIMITADA;21290;13/09/2025;13/09/2025 13:22:42;;0;118236;22465;;;140701;;;;;0;;;;0;;;;
59;33;Del Giro;81201000-K;CENCOSUD RETAIL S.A.;25118409;14/09/2025;14/09/2025 18:40:48;;0;32995;6270;;;39629;;;;;0;;;;0;18;364;5;
60;33;Del Giro;76149717-0;COMERCIALIZADORA DE REPUESTOS, LUBRICANTES Y ACCESORIOS AMINTA CAUTIVO;2330;15/09/2025;15/09/2025 11:35:50;;0;62941;11959;;;74900;;;;;0;;;;0;;;;
61;33;Del Giro;77676860-K;MANUFACTURAS RAC LIMITADA;227231;15/09/2025;15/09/2025 12:59:45;;0;12870;2445;;;15315;;;;;0;;;;0;;;;
62;33;Del Giro;77028872-K;COMERCIAL Y SERVICIOS ANGALSAN LIMITADA;70278;16/09/2025;16/09/2025 14:56:26;;0;33942;6449;;;58389;;;;17998;0;;;;0;35;17998;0;
63;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;18384;16/09/2025;16/09/2025 18:25:26;;0;3848;731;;;4579;;;;;0;;;;0;;;;
64;33;Del Giro;81537600-5;RENDIC HERMANOS S.A.;42915104;16/09/2025;16/09/2025 20:51:23;;0;31902;6061;;;42440;;;;;0;;;;0;25;659;20.5;
;33;Del Giro;81537600-5;RENDIC HERMANOS S.A.;42915104;16/09/2025;;;;;;;;;;;;;;;;;;26;3818;20.5;
65;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48333656;16/09/2025;16/09/2025 21:08:03;;0;37818;7185;;;45890;;;;;0;;;;0;27;690;10;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48333656;16/09/2025;;;;;;;;;;;;;;;;;;271;197;18;
66;33;Del Giro;77215640-5;ADMINISTRADORA DE VENTAS AL DETALLE LTDA;21603228;16/09/2025;16/09/2025 22:49:43;;0;22878;4347;;;30000;;;;;0;;;;0;28;2775;0;
67;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4038;16/09/2025;17/09/2025 00:19:07;;0;323000;61370;;;384370;;;;;0;;;;0;;;;
68;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4039;17/09/2025;17/09/2025 00:19:07;;0;389000;73910;;;462910;;;;;0;;;;0;;;;
69;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4040;17/09/2025;17/09/2025 00:19:07;;0;7000;1330;;;8330;;;;;0;;;;0;;;;
70;33;Del Giro;96792430-K;SODIMAC S.A.;142349911;17/09/2025;17/09/2025 08:54:01;;0;22007;4181;;;26188;;;;;0;;;;0;;;;
71;33;Del Giro;77078244-9;X CAPITAL SPA;179400;17/09/2025;17/09/2025 10:50:00;;0;10084;1916;;;12000;;;;;0;;;;0;;;;
72;33;Del Giro;99520000-7;COPEC S.A.;28458436;15/09/2025;18/09/2025 00:05:31;;0;668906;127092;;;901878;;;;27885;0;;;;0;28;77995;0;
;33;Del Giro;99520000-7;COPEC S.A.;28458436;15/09/2025;;;;;;;;;;;;;;;;;;35;27885;0;
73;33;Del Giro;81537600-5;RENDIC HERMANOS S.A.;42926538;20/09/2025;20/09/2025 19:51:15;;0;21655;4114;;;25769;;;;;0;;;;0;;;;
74;33;Del Giro;76453390-9;SOCIEDAD HOTEL ASTORE LIMITADA;21336;21/09/2025;21/09/2025 20:59:01;;0;315296;59906;;;375202;;;;;0;;;;0;;;;
75;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;173054;22/09/2025;22/09/2025 09:47:54;;0;22588;4292;;;30000;;;;;0;;;;0;28;3120;0;
76;33;Del Giro;77514310-K;COMERCIAL RODEO LIMITADA;362567;22/09/2025;22/09/2025 18:49:49;;0;28610;5436;;;49197;;;;15151;0;;;;0;35;15151;0;
77;33;Del Giro;77676860-K;MANUFACTURAS RAC LIMITADA;227583;23/09/2025;23/09/2025 09:22:21;;0;26990;5128;;;32118;;;;;0;;;;0;;;;
78;33;Del Giro;76957978-8;COMERCIAL FERREVEN SPA;15683;23/09/2025;23/09/2025 10:44:53;30/09/2025 21:37:57;0;14756;2804;;;17560;;;;;0;;;;0;;;;
79;33;Del Giro;77822999-4;MECANICO GERMAN AMERICO SEGOVIA ROJAS E.I.R.L.;28;23/09/2025;23/09/2025 20:45:40;30/09/2025 21:37:57;0;90000;17100;;;107100;;;;;0;;;;0;;;;
80;33;Del Giro;76858220-3;CERTIF DE CUMPLIM DE OBLIGACIONES LABORALES Y PREVIS CHILE S.A.;47582;24/09/2025;24/09/2025 10:34:26;;0;19600;3724;;;23324;;;;;0;;;;0;;;;
81;33;Del Giro;76858220-3;CERTIF DE CUMPLIM DE OBLIGACIONES LABORALES Y PREVIS CHILE S.A.;47583;24/09/2025;24/09/2025 10:36:10;;0;20300;3857;;;24157;;;;;0;;;;0;;;;
82;33;Del Giro;81402500-4;PEDEMONTE Y COMPANIA LIMITADA;37519;24/09/2025;24/09/2025 11:30:42;30/09/2025 21:37:56;0;163025;30975;;;194000;;;;;0;;;;0;;;;
83;33;Del Giro;76605019-0;COMERCIAL PC LIMITADA;192920;24/09/2025;24/09/2025 12:24:43;;0;22586;4291;;;30000;;;;;0;;;;0;28;3123;0;
84;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;173278;24/09/2025;24/09/2025 16:56:30;;0;15059;2861;;;20000;;;;;0;;;;0;28;2080;0;
85;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;14544;24/09/2025;24/09/2025 18:22:24;;0;3500;665;;;4165;;;;;0;;;;0;;;;
86;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;14546;24/09/2025;24/09/2025 18:25:06;;0;1400;266;;;1666;;;;;0;;;;0;;;;
87;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;18579;25/09/2025;25/09/2025 13:56:53;;0;5033;956;;;5989;;;;;0;;;;0;;;;
88;33;Del Giro;76567598-7;COMERCIAL Y SERVICIOS A Y D LIMITADA;290243;25/09/2025;25/09/2025 22:47:45;;0;29770;5656;;;51900;;;;16474;0;;;;0;35;16474;0;
89;33;Del Giro;76136591-6;TRADETEL SPA;14679;26/09/2025;26/09/2025 13:35:06;30/09/2025 21:37:56;0;378000;71820;;;449820;;;;;0;;;;0;;;;
90;33;Del Giro;76090364-7;SOCIEDAD COMERCIAL DAMPAUL LIMITADA;932913;26/09/2025;26/09/2025 21:44:39;;0;17335;3294;;;30000;;;;9371;0;;;;0;35;9371;0;
91;33;Del Giro;97036000-K;Santander - Chile;53222561;26/09/2025;27/09/2025 02:09:48;;0;32745;6222;;;38967;;;;;0;;;;0;;;;
92;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48334212;27/09/2025;27/09/2025 10:56:39;30/09/2025 21:37:56;534;28622;5438;;;36101;;;;;0;;;;0;18;879;5;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48334212;27/09/2025;;;;;;;;;;;;;;;;;;19;201;12;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48334212;27/09/2025;;;;;;;;;;;;;;;;;;271;427;18;
93;33;Del Giro;76134946-5;ADMIN. DE SUPERMERCADOS EXPRESS LIMITADA;57585031;27/09/2025;27/09/2025 13:17:53;30/09/2025 21:37:56;0;6882;1308;;;8190;;;;;0;;;;0;;;;
94;33;Del Giro;77215640-5;ADMINISTRADORA DE VENTAS AL DETALLE LTDA;21671512;27/09/2025;27/09/2025 14:59:43;;0;14975;2845;;;20000;;;;;0;;;;0;28;2180;0;
95;33;Del Giro;76662210-0;COMERCIAL PAIHUEN LIMITADA;328522;27/09/2025;27/09/2025 19:01:28;;0;22351;4247;;;30000;;;;;0;;;;0;28;3402;0;
96;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;173562;28/09/2025;28/09/2025 11:34:39;;0;31783;6039;;;42458;;;;;0;;;;0;28;4636;0;
97;33;Del Giro;77413794-7;ALFASERVICE CHILE SPA;80;29/09/2025;29/09/2025 15:34:51;;0;2154567;409368;;;2563935;;;;;0;;;;0;;;;
98;33;Del Giro;76453390-9;SOCIEDAD HOTEL ASTORE LIMITADA;21405;29/09/2025;29/09/2025 15:41:20;;0;275884;52418;;;328302;;;;;0;;;;0;;;;
99;33;Del Giro;77057086-7;POZA SEGURIDAD INDUSTRIAL SPA;3322;30/09/2025;30/09/2025 13:55:29;;0;6714;1276;;;7990;;;;;0;;;;0;;;;
100;33;Del Giro;77158402-0;GRUPO FERIA DESARROLLOS INMOBILIARIOS SPA;7;30/09/2025;30/09/2025 17:17:14;;0;53500000;10165000;;;63665000;;;;;0;;;;0;;;;
101;33;Del Giro;76568660-1;EASY RETAIL S.A.;36257725;30/09/2025;30/09/2025 18:37:02;;0;65445;12435;;;77880;;;;;0;;;;0;;;;
102;33;Del Giro;81201000-K;CENCOSUD RETAIL S.A.;25194895;30/09/2025;30/09/2025 20:47:48;;0;51731;9829;;;62090;;;;;0;;;;0;27;200;10;
;33;Del Giro;81201000-K;CENCOSUD RETAIL S.A.;25194895;30/09/2025;;;;;;;;;;;;;;;;;;18;330;5;
103;34;Del Giro;78065582-8;CLAVE TRIBUTARIA CONTADORES LIMITADA;446;01/09/2025;01/09/2025 14:10:16;;512128;0;0;;;512128;;;;;0;;;;0;;;;
104;34;Del Giro;76247147-7;INVERSIONES Y ASESORIAS CENTRO MEDICO DEL TRABAJADOR SPA;342004;03/09/2025;03/09/2025 15:17:10;;42800;0;0;;;42800;;;;;0;;;;0;;;;
105;34;Del Giro;76247147-7;INVERSIONES Y ASESORIAS CENTRO MEDICO DEL TRABAJADOR SPA;342008;03/09/2025;03/09/2025 15:25:47;;85600;0;0;;;85600;;;;;0;;;;0;;;;
106;34;Del Giro;89862200-2;LATAM AIRLINES GROUP SA;6779158;04/09/2025;04/09/2025 23:28:33;;215376;0;0;;;215376;;;;;0;;;;0;;;;
107;34;Del Giro;89862200-2;LATAM AIRLINES GROUP SA;6779166;04/09/2025;04/09/2025 23:33:06;;241002;0;0;;;241002;;;;;0;;;;0;;;;
108;34;Del Giro;96875230-8;RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.;7364394;06/09/2025;06/09/2025 15:46:28;;5182;0;0;;;5182;;;;;0;;;;0;;;;
109;34;Del Giro;77630439-5;Operadora de Sistemas Electrónicos SPA;1936029;08/09/2025;11/09/2025 20:59:12;;6572;0;0;;;6572;;;;;0;;;;0;;;;
110;34;Del Giro;76052927-3;Soc. Conc. Autopista Nueva Vespucio Sur S.A.;13975989;12/09/2025;12/09/2025 17:39:12;;3018;0;0;;;3018;;;;;0;;;;0;;;;
111;34;Del Giro;96945440-8;SOC CONCESIONARIA AUTOPISTA CENTRAL S A;18280522;16/09/2025;16/09/2025 19:53:53;;5280;0;0;;;5280;;;;;0;;;;0;;;;
112;34;Del Giro;76247147-7;INVERSIONES Y ASESORIAS CENTRO MEDICO DEL TRABAJADOR SPA;344783;17/09/2025;17/09/2025 12:44:19;;87500;0;0;;;87500;;;;;0;;;;0;;;;
113;34;Del Giro;77024226-6;ADM CAPACITACIONES SPA;803;17/09/2025;17/09/2025 14:23:41;;50000;0;0;;;50000;;;;;0;;;;0;;;;
114;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;11296430;17/09/2025;17/09/2025 18:15:56;;9338;0;0;;;9338;;;;;0;;;;0;;;;
115;34;Del Giro;89862200-2;LATAM AIRLINES GROUP SA;6822070;28/09/2025;28/09/2025 18:54:59;;135270;0;0;;;135270;;;;;0;;;;0;;;;
116;34;Del Giro;89862200-2;LATAM AIRLINES GROUP SA;6822106;28/09/2025;28/09/2025 19:39:03;;155064;0;0;;;155064;;;;;0;;;;0;;;;
117;34;Del Giro;89862200-2;LATAM AIRLINES GROUP SA;6822092;28/09/2025;28/09/2025 19:24:43;;125064;0;0;;;125064;;;;;0;;;;0;;;;
118;61;Del Giro;89862200-2;LATAM AIRLINES GROUP SA;1307650;28/09/2025;28/09/2025 19:49:30;;125064;0;0;;;125064;;;;;0;;;;0;;;;
