Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
22;33;Del Giro;76548591-6;CAMIPLAS SPA;127886;09/01/2025;09/01/2025 09:47:23;15/01/2025 17:42:45;0;1200000;228000;;;1428000;;;;;0;;;;0;;;;
23;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2256632;09/01/2025;09/01/2025 10:13:51;;0;13928;2646;;;16574;;;;;0;;;;0;;;;
24;33;Del Giro;96800570-7;ENEL DISTRIBUCIÓN CHILE S.A;31742656;09/01/2025;09/01/2025 11:35:37;15/01/2025 17:42:24;747;155755;29593;;;186095;;;;;0;;;;0;;;;
25;33;Del Giro;96800570-7;ENEL DISTRIBUCIÓN CHILE S.A;31751884;09/01/2025;09/01/2025 11:36:08;15/01/2025 17:43:00;1842;157922;30005;;;189769;;;;;0;;;;0;;;;
26;33;Del Giro;9414021-8;LUIS GUILLERMO OLIVARES BURGOS;7147;09/01/2025;09/01/2025 13:32:45;15/01/2025 17:42:29;0;25900;4921;;;30821;;;;;0;;;;0;;;;
27;33;Del Giro;78116970-6;Importadora Soviquim Limitada;361404;09/01/2025;09/01/2025 15:09:10;15/01/2025 17:42:50;0;112811;21434;;;134245;;;;;0;;;;0;;;;
28;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2258589;09/01/2025;09/01/2025 15:55:09;;0;8780;1668;;;10448;;;;;0;;;;0;;;;
29;33;Del Giro;76000549-5;TRANSPORTES LYS LIMITADA;41327;09/01/2025;09/01/2025 17:19:33;;0;5042;958;;;6000;;;;;0;;;;0;;;;
30;33;Del Giro;76110335-0;MANUEL EDUARDO LETELIER SANHUEZA, SERVICIOS INFORMATICOS E.I.R.L.;4115;09/01/2025;09/01/2025 23:38:31;15/01/2025 17:43:10;0;57658;10955;;;68613;;;;;0;;;;0;;;;
31;33;Del Giro;76090364-7;SOCIEDAD COMERCIAL DAMPAUL LIMITADA;848766;10/01/2025;10/01/2025 10:35:53;;0;20655;3925;;;26422;;;;;0;;;;0;28;1842;0;
32;33;Del Giro;76358760-6;SOC.SERVICIO Y COMERCIO VALPARAISO LTDA.;131402;10/01/2025;10/01/2025 12:07:51;;0;11705;2224;;;15000;;;;;0;;;;0;28;1071;0;
33;33;Del Giro;79581120-6;Difem Laboratorios S.A.;586627;10/01/2025;10/01/2025 12:40:56;15/01/2025 17:43:40;0;519156;98640;;;617796;;;;;0;;;;0;;;;
34;33;Del Giro;11977496-9;MARCELO URBANO CARRENO RIVEROS;764;12/01/2025;12/01/2025 13:42:34;;0;428800;81472;;;510272;;;;;0;;;;0;;;;
35;33;Del Giro;77252670-9;Soc. Com. Neira y Fonseca Spa.;13814;13/01/2025;13/01/2025 09:21:10;;0;504000;95760;;;599760;;;;;0;;;;0;;;;
36;33;Del Giro;77521772-3;FERRETERIA PIZARROJEDA LIMITADA;7437;13/01/2025;13/01/2025 13:00:54;;0;16722;3177;;;19899;;;;;0;;;;0;;;;
37;33;Del Giro;96807370-2;MOZART SPA;50538;14/01/2025;14/01/2025 08:46:50;;0;73529;13971;;;87500;;;;;0;;;;0;;;;
38;33;Del Giro;5744296-4;RODOLFO EDUARDO CROXATTO OVANDO;1117;14/01/2025;14/01/2025 14:44:57;;0;189500;36005;;;225505;;;;;0;;;;0;;;;
39;33;Del Giro;76381147-6;INVERSIONES VIMAR LIMITADA;47558;14/01/2025;14/01/2025 15:03:52;;0;23387;4443;;;30000;;;;;0;;;;0;28;2170;0;
40;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2271561;14/01/2025;14/01/2025 15:25:22;;0;24261;4610;;;28871;;;;;0;;;;0;;;;
41;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2271836;14/01/2025;14/01/2025 16:16:03;;0;12588;2392;;;14980;;;;;0;;;;0;;;;
42;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2271861;14/01/2025;14/01/2025 16:16:03;;0;6781;1288;;;8069;;;;;0;;;;0;;;;
43;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2271863;14/01/2025;14/01/2025 16:18:30;;0;7726;1468;;;9194;;;;;0;;;;0;;;;
44;33;Del Giro;76800750-0;COMERCIALIZADORA HEALTH EQUIPMENT SUPPLY LTDA;67619;15/01/2025;15/01/2025 15:08:30;16/01/2025 14:21:42;0;429830;81668;;;511498;;;;;0;;;;0;;;;
45;33;Del Giro;77252670-9;Soc. Com. Neira y Fonseca Spa.;13834;16/01/2025;16/01/2025 09:06:41;;0;450000;85500;;;535500;;;;;0;;;;0;;;;
46;33;Del Giro;96806980-2;Entel PCS Telecomunicaciones S.A.;50497445;10/01/2025;16/01/2025 10:05:43;16/01/2025 11:45:31;0;27036;5137;;;32173;;;;;0;;;;0;;;;
47;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;1991;16/01/2025;16/01/2025 11:55:17;;0;624000;118560;;;742560;;;;;0;;;;0;;;;
48;33;Del Giro;76800750-0;COMERCIALIZADORA HEALTH EQUIPMENT SUPPLY LTDA;67641;16/01/2025;16/01/2025 14:20:28;20/01/2025 11:54:16;0;171932;32667;;;204599;;;;;0;;;;0;;;;
49;33;Del Giro;96894230-1;SILPAK S.A.;29007;17/01/2025;16/01/2025 18:08:12;17/01/2025 10:45:11;0;1822500;346275;;;2168775;;;;;0;;;;0;;;;
50;33;Del Giro;76548591-6;CAMIPLAS SPA;145032;17/01/2025;17/01/2025 09:32:14;17/01/2025 11:05:09;0;1250000;237500;;;1487500;;;;;0;;;;0;;;;
51;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;1992;17/01/2025;17/01/2025 11:52:28;;0;115600;21964;;;137564;;;;;0;;;;0;;;;
52;33;Del Giro;89622400-K;PULLMAN CARGO S.A;2416271;17/01/2025;17/01/2025 12:15:56;;0;10462;1988;;;12450;;;;;0;;;;0;;;;
53;33;Del Giro;89622400-K;PULLMAN CARGO S.A;2416275;17/01/2025;17/01/2025 12:15:56;;0;32395;6155;;;38550;;;;;0;;;;0;;;;
54;33;Del Giro;5744296-4;RODOLFO EDUARDO CROXATTO OVANDO;1121;17/01/2025;17/01/2025 13:28:15;;0;51200;9728;;;60928;;;;;0;;;;0;;;;
55;33;Del Giro;77113520-K;IMPORTADORA IMPRECIN SPA.;83663;20/01/2025;17/01/2025 16:30:11;20/01/2025 10:19:28;0;302400;57456;;;359856;;;;;0;;;;0;;;;
56;33;Del Giro;61808000-5;AGUAS ANDINAS S.A.;8238633;15/01/2025;17/01/2025 20:02:48;20/01/2025 10:25:12;0;12253;2328;;;14581;;;;;0;;;;0;;;;
57;33;Del Giro;61808000-5;AGUAS ANDINAS S.A.;8237719;15/01/2025;17/01/2025 20:06:50;20/01/2025 10:25:24;0;10515;1998;;;12513;;;;;0;;;;0;;;;
58;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2285244;20/01/2025;20/01/2025 12:11:49;;0;7516;1428;;;8944;;;;;0;;;;0;;;;
59;33;Del Giro;76604466-2;SOCIEDAD COMERCIAL CLARMED LIMITADA;6957;20/01/2025;20/01/2025 16:04:44;;0;412500;78375;;;490875;;;;;0;;;;0;;;;
60;33;Del Giro;79748470-9;ELECTRICIDAD GUZMAN S.A.;622411;20/01/2025;20/01/2025 17:22:52;;0;152969;29064;;;182033;;;;;0;;;;0;;;;
61;33;Del Giro;96894230-1;SILPAK S.A.;29037;21/01/2025;20/01/2025 18:36:11;21/01/2025 10:44:29;0;1058375;201091;;;1259466;;;;;0;;;;0;;;;
62;33;Del Giro;76051476-4;COMERCIAL CORPREN LIMITADA;9650;21/01/2025;21/01/2025 13:10:10;;0;160000;30400;;;190400;;;;;0;;;;0;;;;
63;33;Del Giro;59077290-9;NIPRO MEDICAL CORPORATION AGENCIA EN CHILE;321072;21/01/2025;21/01/2025 16:16:11;;0;172600;32794;;;205394;;;;;0;;;;0;;;;
64;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2291608;21/01/2025;21/01/2025 18:08:44;;0;10463;1988;;;12451;;;;;0;;;;0;;;;
65;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2291629;21/01/2025;21/01/2025 18:08:44;;0;6671;1267;;;7938;;;;;0;;;;0;;;;
66;33;Del Giro;79562510-0;Soc. Comercial Equipos Industriales S.A.;52711;22/01/2025;22/01/2025 09:20:14;23/01/2025 08:12:15;0;70805;13453;;;84258;;;;;0;;;;0;;;;
67;33;Del Giro;79722860-5;WINKLER LIMITADA;781788;22/01/2025;22/01/2025 14:50:05;;0;90000;17100;;;107100;;;;;0;;;;0;;;;
68;33;Del Giro;76548591-6;CAMIPLAS SPA;145114;22/01/2025;22/01/2025 16:14:43;23/01/2025 08:12:23;0;1185400;225226;;;1410626;;;;;0;;;;0;;;;
69;33;Del Giro;76997711-2;EMAT SPA;13361;22/01/2025;22/01/2025 16:16:22;;0;3537250;672078;;;4209328;;;;;0;;;;0;;;;
70;33;Del Giro;76786841-3;GESTION COMERCIAL CARLOS FIGUEROA SPA;3968;22/01/2025;22/01/2025 18:57:03;;0;184034;34966;;;219000;;;;;0;;;;0;;;;
71;33;Del Giro;76381147-6;INVERSIONES VIMAR LIMITADA;48346;23/01/2025;23/01/2025 08:57:38;;0;45743;8691;;;54750;;;;;0;;;;0;28;316;0;
72;33;Del Giro;78116970-6;Importadora Soviquim Limitada;361766;23/01/2025;23/01/2025 09:00:15;23/01/2025 16:29:17;0;618115;117442;;;735557;;;;;0;;;;0;;;;
73;33;Del Giro;77247220-K;ORPINAS Y COMPANIA LIMITADA;11815;23/01/2025;23/01/2025 09:18:11;;0;1191100;226309;;;1417409;;;;;0;;;;0;;;;
74;33;Del Giro;76548591-6;CAMIPLAS SPA;145142;23/01/2025;23/01/2025 10:48:17;23/01/2025 11:17:08;0;912500;173375;;;1085875;;;;;0;;;;0;;;;
75;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2297244;23/01/2025;23/01/2025 13:45:33;;0;8581;1630;;;10211;;;;;0;;;;0;;;;
76;33;Del Giro;11297109-2;JUAN CARLOS NANCUCHEO RAIN;967;23/01/2025;23/01/2025 16:27:24;;0;315000;59850;;;374850;;;;;0;;;;0;;;;
77;33;Del Giro;7070497-8;MIGUEL ANGEL LOPEZ ARAVENA;481;24/01/2025;24/01/2025 00:19:48;;0;325000;61750;;;386750;;;;;0;;;;0;;;;
78;33;Del Giro;77247220-K;ORPINAS Y COMPANIA LIMITADA;11821;24/01/2025;24/01/2025 13:27:43;;0;2077960;394812;;;2472772;;;;;0;;;;0;;;;
79;33;Del Giro;10205437-7;FREDDY ALEJANDRO COBO VELIZ;1999;24/01/2025;24/01/2025 14:01:12;;0;62400;11856;;;74256;;;;;0;;;;0;;;;
80;33;Del Giro;78493650-3;RIADI SpA.;409484;27/01/2025;24/01/2025 16:10:25;;0;132440;25164;;;157604;;;;;0;;;;0;;;;
81;33;Del Giro;78493650-3;RIADI SpA.;409486;27/01/2025;24/01/2025 16:10:25;;0;108382;20593;;;128975;;;;;0;;;;0;;;;
82;33;Del Giro;77298107-4;ALIMENTOS Y CONGELADOS TERRA MAR SPA;21152;24/01/2025;24/01/2025 17:40:35;27/01/2025 09:40:48;0;10000;1900;;;11900;;;;;0;;;;0;;;;
83;33;Del Giro;94675000-K;Claro Comunicaciones SpA;2161770;25/01/2025;24/01/2025 20:48:27;27/01/2025 10:22:53;0;2353;447;;;2800;;;;;0;;;;0;;;;
84;33;Del Giro;94675000-K;Claro Comunicaciones SpA;2161769;25/01/2025;24/01/2025 20:48:53;27/01/2025 10:22:54;0;13700;2603;;;16303;;;;;0;;;;0;;;;
85;33;Del Giro;80478200-1;ILOP S A;2794749;25/01/2025;25/01/2025 12:11:24;;0;9227;1753;;;10980;;;;;0;;;;0;;;;
86;33;Del Giro;96792430-K;SODIMAC S.A.;137420293;25/01/2025;25/01/2025 12:29:49;;0;24322;4621;;;28943;;;;;0;;;;0;;;;
87;33;Del Giro;77040264-6;LICITALAB;7183;27/01/2025;27/01/2025 06:21:10;27/01/2025 09:40:48;0;142059;26991;;;169050;;;;;0;;;;0;;;;
88;33;Del Giro;18098602-2;JUAN AUKAN MARIVIL COLIMAN;614;27/01/2025;27/01/2025 08:11:48;28/01/2025 08:54:30;0;850000;161500;;;1011500;;;;;0;;;;0;;;;
89;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2304198;27/01/2025;27/01/2025 12:08:48;;0;13423;2550;;;15973;;;;;0;;;;0;;;;
90;33;Del Giro;77398220-1;MercadoLibre Chile LTDA;7093446;27/01/2025;27/01/2025 16:35:51;28/01/2025 15:13:25;0;30151;5729;;;35880;;;;;0;;;;0;;;;
91;33;Del Giro;76093184-5;ENVASES TOMAS MORALES CHAVEZ E.I.R.L;26061;27/01/2025;27/01/2025 16:50:30;29/01/2025 14:46:14;0;600900;114171;;;715071;;;;;0;;;;0;;;;
92;33;Del Giro;77459997-5;KAYROS BATERIAS SPA;1786;28/01/2025;28/01/2025 05:43:55;;0;142857;27143;;;170000;;;;;0;;;;0;;;;
93;33;Del Giro;76548591-6;CAMIPLAS SPA;145228;28/01/2025;28/01/2025 13:08:13;28/01/2025 15:13:25;0;1500000;285000;;;1785000;;;;;0;;;;0;;;;
94;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2309826;28/01/2025;28/01/2025 14:15:32;;0;58232;11064;;;69296;;;;;0;;;;0;;;;
95;33;Del Giro;76444360-8;YUNIS-BARRUTIA SOCIEDAD ANONIMA;393;28/01/2025;28/01/2025 16:03:14;;0;49000;9310;;;58310;;;;;0;;;;0;;;;
96;33;Del Giro;76990074-8;Go Rabbit SPA;5283;28/01/2025;28/01/2025 17:32:52;30/01/2025 09:05:46;0;1468000;278920;;;1746920;;;;;0;;;;0;;;;
97;33;Del Giro;76990074-8;Go Rabbit SPA;5284;28/01/2025;28/01/2025 17:34:44;30/01/2025 09:05:46;0;29360;5578;;;34938;;;;;0;;;;0;;;;
98;33;Del Giro;76990074-8;Go Rabbit SPA;5285;28/01/2025;28/01/2025 17:37:17;30/01/2025 09:05:46;0;367200;69768;;;436968;;;;;0;;;;0;;;;
99;33;Del Giro;76990074-8;Go Rabbit SPA;5286;28/01/2025;28/01/2025 17:39:44;30/01/2025 09:05:46;0;7344;1395;;;8739;;;;;0;;;;0;;;;
100;33;Del Giro;79748470-9;ELECTRICIDAD GUZMAN S.A.;623243;29/01/2025;29/01/2025 10:01:49;;0;96294;18296;;;114590;;;;;0;;;;0;;;;
101;33;Del Giro;77019294-3;FERRELECTRICA SPA;109141;29/01/2025;29/01/2025 11:56:27;;0;8953;1701;;;10654;;;;;0;;;;0;;;;
102;33;Del Giro;96794750-4;Starken SpA;2737747;31/01/2025;29/01/2025 15:59:04;31/01/2025 10:12:40;0;2633754;500413;;;3134167;;;;;0;;;;0;;;;
103;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2314625;29/01/2025;29/01/2025 17:46:38;;0;44259;8409;;;52668;;;;;0;;;;0;;;;
104;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2314626;29/01/2025;29/01/2025 17:46:38;;0;10259;1949;;;12208;;;;;0;;;;0;;;;
105;33;Del Giro;94675000-K;CLARO COMUNICACIONES SpA;2157533;24/01/2025;30/01/2025 05:41:19;;0;39854;7572;;;47426;;;;;0;;;;0;;;;
106;33;Del Giro;77247220-K;ORPINAS Y COMPANIA LIMITADA;11835;30/01/2025;30/01/2025 10:34:26;;0;325920;61925;;;387845;;;;;0;;;;0;;;;
107;33;Del Giro;77521772-3;FERRETERIA PIZARROJEDA LIMITADA;7693;30/01/2025;30/01/2025 10:54:24;;0;9957;1892;;;11849;;;;;0;;;;0;;;;
108;33;Del Giro;79562730-8;TÜV RHEINLAND ANDINO S.A.;516021;30/01/2025;30/01/2025 14:48:07;;0;11555;2195;;;13750;;;;;0;;;;0;;;;
109;33;Del Giro;76548591-6;CAMIPLAS SPA;145309;30/01/2025;30/01/2025 18:18:39;31/01/2025 10:12:40;0;1680000;319200;;;1999200;;;;;0;;;;0;;;;
110;33;Del Giro;96722460-K;METROGAS S.A.;1279787;31/01/2025;31/01/2025 07:11:06;31/01/2025 10:12:40;0;0;0;;;0;;;;;0;;;;0;;;;
111;33;Del Giro;77252670-9;Soc. Com. Neira y Fonseca Spa.;14526;31/01/2025;31/01/2025 08:58:28;;0;504000;95760;;;599760;;;;;0;;;;0;;;;
112;33;Del Giro;76097502-8;QRUBBER S.A.;190713;31/01/2025;31/01/2025 10:41:58;;0;66773;12687;;;79460;;;;;0;;;;0;;;;
113;33;Del Giro;76548591-6;CAMIPLAS SPA;145326;31/01/2025;31/01/2025 11:22:28;31/01/2025 22:19:55;0;2125000;403750;;;2528750;;;;;0;;;;0;;;;
114;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2319514;31/01/2025;31/01/2025 11:42:13;;0;63228;12013;;;75241;;;;;0;;;;0;;;;
115;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2319515;31/01/2025;31/01/2025 11:42:13;;0;10578;2010;;;12588;;;;;0;;;;0;;;;
116;33;Del Giro;96938840-5;BLUE EXPRESS S.A;2319516;31/01/2025;31/01/2025 11:49:40;;0;19277;3663;;;22940;;;;;0;;;;0;;;;
117;33;Del Giro;76548591-6;CAMIPLAS SPA;145330;31/01/2025;31/01/2025 11:52:09;;0;2325000;441750;;;2766750;;;;;0;;;;0;;;;
118;33;Del Giro;76067085-5;INGENIERIA INFORMATICA TECNOINVER SPA;12211;31/01/2025;31/01/2025 14:12:57;;0;23250;4418;;;27668;;;;;0;;;;0;;;;
119;33;Del Giro;79562510-0;Soc. Comercial Equipos Industriales S.A.;52834;31/01/2025;31/01/2025 15:45:17;31/01/2025 22:19:55;0;45600;8664;;;54264;;;;;0;;;;0;;;;
120;34;Del Giro;76934534-5;AT CONTADORES SERVICIOS PROFESIONALES LIMITADA;4531;01/01/2025;01/01/2025 10:02:55;06/01/2025 11:40:16;115258;0;0;;;115258;;;;;0;;;;0;;;;
121;34;Del Giro;96992030-1;Sociedad Concesionaria Vespucio Norte Express S.A.;7493533;07/01/2025;08/01/2025 13:11:19;15/01/2025 17:42:39;17308;0;0;;;17308;;;;;0;;;;0;;;;
122;34;Del Giro;76120063-1;FINFAST S.A.G.R.;146433;13/01/2025;13/01/2025 11:42:32;16/01/2025 11:45:50;36701;0;0;;;36701;;;;;0;;;;0;;;;
123;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;10452125;13/01/2025;13/01/2025 19:27:19;15/01/2025 17:43:35;9698;0;0;;;9698;;;;;0;;;;0;;;;
124;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;10457284;13/01/2025;13/01/2025 20:32:32;15/01/2025 17:43:59;20185;0;0;;;20185;;;;;0;;;;0;;;;
125;34;Del Giro;76120063-1;FINFAST S.A.G.R.;146494;14/01/2025;14/01/2025 11:13:32;16/01/2025 11:45:49;180109;0;0;;;180109;;;;;0;;;;0;;;;
126;34;Del Giro;76120063-1;FINFAST S.A.G.R.;146506;14/01/2025;14/01/2025 11:37:17;16/01/2025 11:45:49;23278;0;0;;;23278;;;;;0;;;;0;;;;
127;34;Del Giro;97030000-7;Banco del Estado de Chile;532431;14/01/2025;15/01/2025 02:09:25;;1907615;0;0;;;1907615;;;;;0;;;;0;;;;
128;34;Del Giro;76376061-8;SOCIEDAD CONCESIONARIA VESPUCIO ORIENTE S.A.;1854462;14/01/2025;16/01/2025 03:54:14;20/01/2025 10:25:29;839;0;0;;;839;;;;;0;;;;0;;;;
129;34;Del Giro;76120063-1;FINFAST S.A.G.R.;146772;16/01/2025;16/01/2025 17:35:38;17/01/2025 10:17:02;30506;0;0;;;30506;;;;;0;;;;0;;;;
130;34;Del Giro;76120063-1;FINFAST S.A.G.R.;147139;22/01/2025;22/01/2025 11:37:01;22/01/2025 16:25:55;40821;0;0;;;40821;;;;;0;;;;0;;;;
131;34;Del Giro;76120063-1;FINFAST S.A.G.R.;147140;22/01/2025;22/01/2025 11:37:50;22/01/2025 16:25:55;27784;0;0;;;27784;;;;;0;;;;0;;;;
132;34;Del Giro;76120063-1;FINFAST S.A.G.R.;147410;27/01/2025;27/01/2025 16:06:11;28/01/2025 08:54:40;31924;0;0;;;31924;;;;;0;;;;0;;;;
133;61;Del Giro;79748470-9;ELECTRICIDAD GUZMAN S.A.;35053;29/01/2025;29/01/2025 09:54:42;;0;76485;14532;;;91017;;;;;0;;;;0;;;;
134;61;Del Giro;79562730-8;TÜV RHEINLAND ANDINO S.A.;87908;30/01/2025;30/01/2025 14:48:07;;0;11555;2195;;;13750;;;;;0;;;;0;;;;
135;61;Del Giro;76548591-6;CAMIPLAS SPA;3240;31/01/2025;31/01/2025 11:49:36;31/01/2025 22:19:55;0;2125000;403750;;;2528750;;;;;0;;;;0;;;;
