Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
;33;Del Giro;99520000-7;COPEC S.A.;30387691;30/11/2025;;;;;;;;;;;;;;;;;;28;143586;0;
11;33;Del Giro;96548810-3;SOC DE SERVICIOS LOS CANELOS DE MIRAFLORES S.A.;20210;03/12/2025;03/12/2025 21:00:40;;0;320916;60974;;;381890;;;;;0;;;;0;;;;
12;33;Del Giro;96548810-3;SOC DE SERVICIOS LOS CANELOS DE MIRAFLORES S.A.;20211;03/12/2025;03/12/2025 21:00:47;;0;294826;56017;;;350843;;;;;0;;;;0;;;;
13;33;Del Giro;83366800-5;ANTONIO CASTILLO S.A.;5246697;05/12/2025;05/12/2025 16:24:51;;0;59916;11384;;;71300;;;;;0;;;;0;;;;
14;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;179180;06/12/2025;06/12/2025 13:18:14;;0;22661;4306;;;30000;;;;;0;;;;0;28;3033;0;
15;33;Del Giro;96792430-K;SODIMAC S.A.;144058490;06/12/2025;06/12/2025 18:27:55;;0;34276;6512;;;40788;;;;;0;;;;0;;;;
16;33;Del Giro;96992030-1;Sociedad Concesionaria Vespucio Norte Express S.A.;4684384;07/12/2025;07/12/2025 12:02:40;;63198;1540;293;;;65031;;;;;0;;;;0;;;;
17;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;20678;07/12/2025;07/12/2025 12:19:42;;0;24703;4694;;;29397;;;;;0;;;;0;;;;
18;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48572765;07/12/2025;07/12/2025 13:27:54;;0;48137;9146;;;58671;;;;;0;;;;0;26;294;20.5;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48572765;07/12/2025;;;;;;;;;;;;;;;;;;18;634;5;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48572765;07/12/2025;;;;;;;;;;;;;;;;;;271;460;18;
19;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;179259;08/12/2025;08/12/2025 07:34:04;;0;22661;4306;;;30000;;;;;0;;;;0;28;3033;0;
20;33;Del Giro;76278830-6;COMBUSTIBLES Y SERVICIOS LIMITADA;208342;09/12/2025;09/12/2025 08:35:13;;0;15126;2874;;;18000;;;;;0;;;;0;;;;
21;33;Del Giro;96792430-K;SODIMAC S.A.;144120687;10/12/2025;10/12/2025 10:20:10;;0;12941;2459;;;15400;;;;;0;;;;0;;;;
22;33;Del Giro;83366800-5;ANTONIO CASTILLO S.A.;5256916;10/12/2025;10/12/2025 11:02:55;;0;79832;15168;;;95000;;;;;0;;;;0;;;;
23;33;Del Giro;94625000-7;INVERSIONES ENEX S.A.;5622508;10/12/2025;10/12/2025 13:17:36;;0;27443;5214;;;51006;;;;18349;0;;;;0;35;18349;0;
24;33;Del Giro;10571307-K;LUIS ARMANDO CORREA COLLIO;16013;10/12/2025;10/12/2025 14:11:07;;0;10840;2060;;;12900;;;;;0;;;;0;;;;
25;33;Del Giro;96792430-K;SODIMAC S.A.;144120735;10/12/2025;10/12/2025 15:41:55;;0;7656;1455;;;9111;;;;;0;;;;0;;;;
26;33;Del Giro;97006000-6;BANCO DE CREDITO E INVERSIONES;29103699;09/12/2025;10/12/2025 15:44:45;;0;3304;628;;;3932;;;;;0;;;;0;;;;
27;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;15618;11/12/2025;11/12/2025 10:16:18;;0;4200;798;;;4998;;;;;0;;;;0;;;;
28;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;15620;11/12/2025;11/12/2025 10:19:39;;0;2800;532;;;3332;;;;;0;;;;0;;;;
29;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;179545;11/12/2025;11/12/2025 11:46:20;;0;36575;6949;;;50526;;;;;0;;;;0;28;7002;0;
30;33;Del Giro;10571307-K;LUIS ARMANDO CORREA COLLIO;16023;11/12/2025;11/12/2025 15:13:34;;0;4622;878;;;5500;;;;;0;;;;0;;;;
31;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4141;11/12/2025;11/12/2025 23:53:40;;0;184500;35055;;;219555;;;;;0;;;;0;;;;
32;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;179774;14/12/2025;14/12/2025 13:56:55;;0;37275;7083;;;49900;;;;;0;;;;0;28;5542;0;
33;33;Del Giro;78885550-8;PERSONAL COMPUTER FACTORY S.A.;5505758;15/12/2025;15/12/2025 14:30:27;;0;75622;14368;;;89990;;;;;0;;;;0;;;;
34;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4143;15/12/2025;15/12/2025 18:47:39;;0;102000;19380;;;121380;;;;;0;;;;0;;;;
35;33;Del Giro;97023000-9;Banco Itaú Chile;7606514;15/12/2025;16/12/2025 14:22:16;;0;32773;6227;;;39000;;;;;0;;;;0;;;;
36;33;Del Giro;77185679-9;NATALIA AGUILERA FIGUEROA SPA;1767;17/12/2025;17/12/2025 10:23:21;;0;200000;38000;;;238000;;;;;0;;;;0;;;;
37;33;Del Giro;76662210-0;COMERCIAL PAIHUEN LIMITADA;337475;17/12/2025;17/12/2025 12:11:22;;0;36171;6873;;;50372;;;;;0;;;;0;28;7328;0;
38;33;Del Giro;76746384-7;COMERCIAL Y SERVICIOS PINCAL LIMITADA;101767;17/12/2025;17/12/2025 13:29:17;;0;28879;5487;;;40000;;;;;0;;;;0;28;5634;0;
39;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;180039;17/12/2025;17/12/2025 15:23:47;;0;14477;2751;;;20000;;;;;0;;;;0;28;2772;0;
40;33;Del Giro;89189200-4;Sociedad Uniper Pernos Ltda.;195688;17/12/2025;18/12/2025 01:11:41;;0;12760;2424;;;15184;;;;;0;;;;0;;;;
41;33;Del Giro;79837470-2;Sociedad Comercial Electrocenter Ltda.;15866;18/12/2025;18/12/2025 10:36:37;;0;72101;13699;;;85800;;;;;0;;;;0;;;;
42;33;Del Giro;76825275-0;Ruedastock Importaciones y Exportaciones SpA;20337;18/12/2025;18/12/2025 10:59:13;;0;79832;15168;;;95000;;;;;0;;;;0;;;;
43;33;Del Giro;79837470-2;Sociedad Comercial Electrocenter Ltda.;15882;19/12/2025;19/12/2025 11:17:49;;0;72101;13699;;;85800;;;;;0;;;;0;;;;
44;33;Del Giro;78803060-6;COMERCIAL SANTA ANA SPA;181623;19/12/2025;19/12/2025 11:25:28;;0;12017;2283;;;14300;;;;;0;;;;0;;;;
45;33;Del Giro;78803060-6;COMERCIAL SANTA ANA SPA;181626;19/12/2025;19/12/2025 11:35:12;;0;12017;2283;;;14300;;;;;0;;;;0;;;;
46;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;21080;20/12/2025;20/12/2025 09:05:13;;0;13647;2593;;;16240;;;;;0;;;;0;;;;
47;33;Del Giro;77818664-0;COMERCIAL Y SERVICIOS JOVAL LIMITADA;39373;20/12/2025;20/12/2025 21:52:05;;0;37866;7194;;;53936;;;;;0;;;;0;28;8876;0;
48;33;Del Giro;99520000-7;COPEC S.A.;30446487;15/12/2025;20/12/2025 23:11:22;;0;1058987;201208;;;1449468;;;;41097;0;;;;0;28;148176;0;
;33;Del Giro;99520000-7;COPEC S.A.;30446487;15/12/2025;;;;;;;;;;;;;;;;;;35;41097;0;
49;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;180355;21/12/2025;21/12/2025 12:28:12;;0;28556;5426;;;55015;;;;21033;0;;;;0;35;21033;0;
50;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48633239;21/12/2025;21/12/2025 12:32:47;;0;53213;10110;;;65304;;;;;0;;;;0;18;765;5;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48633239;21/12/2025;;;;;;;;;;;;;;;;;;271;1215;18;
51;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48633241;21/12/2025;21/12/2025 13:16:58;;0;125582;23861;;;153120;;;;;0;;;;0;19;156;12;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48633241;21/12/2025;;;;;;;;;;;;;;;;;;25;908;20.5;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48633241;21/12/2025;;;;;;;;;;;;;;;;;;26;1204;20.5;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48633241;21/12/2025;;;;;;;;;;;;;;;;;;271;263;18;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48633241;21/12/2025;;;;;;;;;;;;;;;;;;18;1146;5;
52;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;15731;22/12/2025;22/12/2025 11:42:30;;0;700;133;;;833;;;;;0;;;;0;;;;
53;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;180453;22/12/2025;22/12/2025 17:15:57;;0;14055;2670;;;20000;;;;;0;;;;0;28;3275;0;
54;33;Del Giro;99582760-3;AguaClima SpA;159188;22/12/2025;22/12/2025 23:06:05;;0;38259;7269;;;45528;;;;;0;;;;0;;;;
55;33;Del Giro;76232647-7;WALMART CHILE MAYORISTA LIMITADA;6097926;24/12/2025;24/12/2025 15:54:11;31/12/2025 18:36:09;0;257232;48874;;;311080;;;;;0;;;;0;27;278;10;
;33;Del Giro;76232647-7;WALMART CHILE MAYORISTA LIMITADA;6097926;24/12/2025;;;;;;;;;;;;;;;;;;271;4697;18;
56;33;Del Giro;76605019-0;COMERCIAL PC LIMITADA;200654;24/12/2025;24/12/2025 17:50:44;;0;36585;6951;;;52133;;;;;0;;;;0;28;8597;0;
57;33;Del Giro;76858220-3;CERTIF DE CUMPLIM DE OBLIGACIONES LABORALES Y PREVIS CHILE S.A.;51734;26/12/2025;26/12/2025 11:45:45;;0;21700;4123;;;25823;;;;;0;;;;0;;;;
58;33;Del Giro;76858220-3;CERTIF DE CUMPLIM DE OBLIGACIONES LABORALES Y PREVIS CHILE S.A.;51737;26/12/2025;26/12/2025 11:54:23;;0;21700;4123;;;25823;;;;;0;;;;0;;;;
59;33;Del Giro;96792430-K;SODIMAC S.A.;144403980;27/12/2025;27/12/2025 11:11:34;;0;36245;6887;;;43132;;;;;0;;;;0;;;;
60;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;21266;28/12/2025;28/12/2025 09:40:42;;0;45370;8620;;;53990;;;;;0;;;;0;;;;
61;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48633633;28/12/2025;28/12/2025 12:22:37;31/12/2025 18:36:09;0;38233;7264;;;46450;;;;;0;;;;0;271;953;18;
62;33;Del Giro;97036000-K;Santander - Chile;54242260;26/12/2025;29/12/2025 07:59:17;;0;32980;6267;;;39247;;;;;0;;;;0;;;;
63;33;Del Giro;84078800-8;Importadora INDRA SA;1182495;29/12/2025;29/12/2025 15:51:42;31/12/2025 18:36:09;0;35000;6650;;;41650;;;;;0;;;;0;;;;
64;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;180943;29/12/2025;29/12/2025 16:14:29;;0;34325;6522;;;50625;;;;;0;;;;0;28;9778;0;
65;33;Del Giro;84078800-8;Importadora INDRA SA;1182496;29/12/2025;29/12/2025 16:16:04;31/12/2025 18:36:09;0;21882;4158;;;26040;;;;;0;;;;0;;;;
66;33;Del Giro;76604776-9;ARAYA Y SANCHEZ COMPANIA LIMITADA;162889;29/12/2025;29/12/2025 18:42:37;;0;28899;5491;;;58151;;;;23761;0;;;;0;35;23761;0;
67;33;Del Giro;76232647-7;WALMART CHILE MAYORISTA LIMITADA;6128066;31/12/2025;31/12/2025 13:24:11;31/12/2025 18:36:09;0;37634;7151;;;46485;;;;;0;;;;0;18;1700;5;
68;34;Del Giro;78065582-8;CLAVE TRIBUTARIA CONTADORES LIMITADA;824;01/12/2025;01/12/2025 17:56:08;;515367;0;0;;;515367;;;;;0;;;;0;;;;
69;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;11532791;03/12/2025;03/12/2025 11:04:58;;11120;0;0;;;11120;;;;;0;;;;0;;;;
70;34;Del Giro;76052927-3;Soc. Conc. Autopista Nueva Vespucio Sur S.A.;14255142;03/12/2025;04/12/2025 13:11:01;;17096;0;0;;;17096;;;;;0;;;;0;;;;
71;34;Del Giro;77630439-5;Operadora de Sistemas Electrónicos SPA;2365532;05/12/2025;05/12/2025 16:15:18;;166635;0;0;;;166635;;;;;0;;;;0;;;;
72;34;Del Giro;96875230-8;RUTA DEL MAIPO SOCIEDAD CONCESIONARIA, S.A.;7519538;06/12/2025;07/12/2025 07:27:10;;19800;0;0;;;19800;;;;;0;;;;0;;;;
73;34;Del Giro;89862200-2;LATAM AIRLINES GROUP SA;7012726;09/12/2025;09/12/2025 18:44:07;;266400;0;0;;;266400;;;;;0;;;;0;;;;
74;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;11560701;10/12/2025;10/12/2025 12:12:54;;22240;0;0;;;22240;;;;;0;;;;0;;;;
75;34;Del Giro;76052927-3;Soc. Conc. Autopista Nueva Vespucio Sur S.A.;14309780;10/12/2025;16/12/2025 03:50:58;;48452;0;0;;;48452;;;;;0;;;;0;;;;
76;34;Del Giro;76052927-3;Soc. Conc. Autopista Nueva Vespucio Sur S.A.;14311930;10/12/2025;16/12/2025 04:20:10;;17096;0;0;;;17096;;;;;0;;;;0;;;;
77;34;Del Giro;76376061-8;SOCIEDAD CONCESIONARIA VESPUCIO ORIENTE S.A.;2811247;13/12/2025;17/12/2025 01:13:08;;3588;0;0;;;3588;;;;;0;;;;0;;;;
78;34;Del Giro;76052927-3;Soc. Conc. Autopista Nueva Vespucio Sur S.A.;14313426;17/12/2025;17/12/2025 11:14:33;;25644;0;0;;;25644;;;;;0;;;;0;;;;
79;34;Del Giro;96945440-8;SOC CONCESIONARIA AUTOPISTA CENTRAL S A;19009456;17/12/2025;17/12/2025 18:42:07;;231273;0;0;;;231273;;;;;0;;;;0;;;;
80;34;Del Giro;76496130-7;Sociedad Concesionaria Costanera Norte S.A.;11606315;17/12/2025;18/12/2025 00:14:27;;20080;0;0;;;20080;;;;;0;;;;0;;;;
81;34;Del Giro;76052927-3;Soc. Conc. Autopista Nueva Vespucio Sur S.A.;14338169;24/12/2025;24/12/2025 11:21:41;31/12/2025 18:36:48;12822;0;0;;;12822;;;;;0;;;;0;;;;
82;61;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;39585552;29/12/2025;29/12/2025 20:45:18;;0;12597;2393;;;14990;;;;;0;;;;0;;;;
83;61;Del Giro;77116569-9;C  C CONSTRUCCION SPA;41;30/12/2025;30/12/2025 15:52:11;;0;15630;2970;;;18600;;;;;0;;;;0;;;;
